#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AE09E4
#Date Time: 2020-06-12 19:23:43.694
#Sample rate: 4e+06Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: -550 mV Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 1 X Zero: 992.763664 mV

Time (s),Channel 1 (V)
0.3974095724637681,0.3437965376345288
0.3974098224637681,0.3437965376345288
0.3974100724637681,0.3437965376345288
0.3974103224637681,0.3444729302472239
0.3974105724637681,0.3441347339408878
0.3974108224637681,0.3437965376345514
0.3974110724637681,0.3437965376345288
0.3974113224637681,0.3437965376345288
0.3974115724637681,0.3434583413281957
0.3974118224637681,0.3441347339408604
0.3974120724637681,0.3434583413281879
0.3974123224637681,0.3437965376345288
0.3974125724637681,0.3437965376345288
0.3974128224637681,0.3437965376345288
0.3974130724637681,0.3437965376345835
0.3974133224637681,0.3444729302472561
0.3974135724637681,0.344472930247257
0.3974138224637681,0.3448111265535829
0.3974140724637681,0.3441347339409105
0.3974143224637681,0.344134733940893
0.3974145724637681,0.3437965376345394
0.3974148224637681,0.3441347339408758
0.3974150724637681,0.3437965376345589
0.3974153224637681,0.3441347339408907
0.3974155724637681,0.3437965376345543
0.3974158224637681,0.344472930247257
0.3974160724637681,0.344472930247257
0.3974163224637681,0.344811126553587
0.3974165724637681,0.3451493228599852
0.3974168224637681,0.3451493228599852
0.3974170724637681,0.3451493228600835
0.3974173224637681,0.3461639117790775
0.3974175724637681,0.3461639117790775
0.3974178224637681,0.3465021080853683
0.3974180724637681,0.3454875191663594
0.3974183224637681,0.346163911779015
0.3974185724637681,0.3458257154727452
0.3974188224637681,0.346502108085418
0.3974190724637681,0.3454875191664558
0.3974193224637681,0.346502108085434
0.3974195724637681,0.3461639117790976
0.3974198224637681,0.3465021080854146
0.3974200724637681,0.3461639117790781
0.3974203224637681,0.3461639117790775
0.3974205724637681,0.3461639117790962
0.3974208224637681,0.3465021080854326
0.3974210724637681,0.3461639117791144
0.3974213224637681,0.3458257154727237
0.3974215724637681,0.3461639117790601
0.3974218224637681,0.3465021080854417
0.3974220724637681,0.3465021080854457
0.3974223224637681,0.347178500698118
0.3974225724637681,0.346163911779099
0.3974228224637681,0.3465021080854354
0.3974230724637681,0.3461639117791116
0.3974233224637681,0.3465021080854155
0.3974235724637681,0.3458257154727428
0.3974238224637681,0.3458257154726807
0.3974240724637681,0.345487519166354
0.3974243224637681,0.3458257154726901
0.3974245724637681,0.3458257154727615
0.3974248224637681,0.3465021080854343
0.3974250724637681,0.3458257154727763
0.3974253224637681,0.3465021080854259
0.3974255724637681,0.3461639117790895
0.3974258224637681,0.3468403043918761
0.3974260724637681,0.3475166970045339
0.3974263224637681,0.3475166970045339
0.3974265724637681,0.3475166970045608
0.3974268224637681,0.347854893310897
0.3974270724637681,0.3478548933108979
0.3974273224637681,0.3481930896172435
0.3974275724637681,0.3478548933109073
0.3974278224637681,0.3478548933108979
0.3974280724637681,0.3471785006982002
0.3974283224637681,0.3481930896172089
0.3974285724637681,0.3481930896172619
0.3974288224637681,0.3481930896172636
0.3974290724637681,0.3485312859236002
0.3974293224637681,0.3488694822299477
0.3974295724637681,0.3481930896172751
0.3974298224637681,0.3488694822299213
0.3974300724637681,0.3488694822299901
0.3974303224637681,0.3488694822299901
0.3974305724637681,0.3485312859235938
0.3974308224637681,0.3481930896172575
0.3974310724637681,0.3478548933109213
0.3974313224637681,0.3478548933108979
0.3974315724637681,0.3478548933108979
0.3974318224637681,0.3478548933108979
0.3974320724637681,0.3478548933109135
0.3974323224637681,0.3481930896172496
0.3974325724637681,0.3485312859235911
0.3974328224637681,0.3481930896172619
0.3974330724637681,0.3481930896172619
0.3974333224637681,0.3488694822299636
0.3974335724637681,0.3485312859236274
0.3974338224637681,0.3488694822299611
0.3974340724637681,0.3488694822299901
0.3974343224637681,0.3488694822299901
0.3974345724637681,0.3495458748426437
0.3974348224637681,0.3498840711490627
0.3974350724637681,0.3492076785363901
0.3974353224637681,0.3492076785363248
0.3974355724637681,0.3488694822299932
0.3974358224637681,0.3495458748426657
0.3974360724637681,0.3488694822299901
0.3974363224637681,0.3488694822299901
0.3974365724637681,0.3485312859236609
0.3974368224637681,0.3488694822300027
0.3974370724637681,0.3492076785363389
0.3974373224637681,0.3498840711490504
0.3974375724637681,0.3495458748427184
0.3974378224637681,0.3495458748427184
0.3974380724637681,0.3495458748427421
0.3974383224637681,0.3498840711490782
0.3974385724637681,0.3498840711490824
0.3974388224637681,0.3502222674554161
0.3974390724637681,0.3495458748427436
0.3974393224637681,0.3502222674554466
0.3974395724637681,0.3502222674554535
0.3974398224637681,0.3505604637617897
0.3974400724637681,0.3498840711491087
0.3974403224637681,0.3502222674554452
0.3974405724637681,0.3498840711491116
0.3974408224637681,0.3502222674554286
0.3974410724637681,0.3498840711490922
0.3974413224637681,0.3502222674554089
0.3974415724637681,0.3498840711491017
0.3974418224637681,0.3505604637617743
0.3974420724637681,0.3505604637618687
0.3974423224637681,0.3512368563745376
0.3974425724637681,0.3508986600682014
0.3974428224637681,0.3512368563745388
0.3974430724637681,0.3512368563745388
0.3974433224637681,0.3512368563745388
0.3974435724637681,0.3512368563745388
0.3974438224637681,0.3512368563745388
0.3974440724637681,0.351236856374507
0.3974443224637681,0.3508986600681748
0.3974445724637681,0.3508986600681748
0.3974448224637681,0.3508986600681515
0.3974450724637681,0.350560463761815
0.3974453224637681,0.3508986600681425
0.3974455724637681,0.351236856374569
0.3974458224637681,0.3519132489872415
0.3974460724637681,0.3519132489873015
0.3974463224637681,0.3522514452936245
0.3974465724637681,0.3519132489872883
0.3974468224637681,0.3522514452936049
0.3974470724637681,0.3519132489872687
0.3974473224637681,0.3519132489872671
0.3974475724637681,0.3519132489873201
0.3974478224637681,0.3529278379063288
0.3974480724637681,0.3529278379063965
0.3974483224637681,0.3532660342127233
0.3974485724637681,0.3532660342127233
0.3974488224637681,0.3529278379063305
0.3974490724637681,0.3525896415999951
0.3974493224637681,0.3525896415999951
0.3974495724637681,0.352251445293672
0.3974498224637681,0.3529278379063445
0.3974500724637681,0.3522514452937015
0.3974503224637681,0.3522514452936311
0.3974505724637681,0.3522514452936311
0.3974508224637681,0.3522514452936311
0.3974510724637681,0.3522514452936274
0.3974513224637681,0.3519132489872912
0.3974515724637681,0.3519132489872439
0.3974518224637681,0.3515750526809074
0.3974520724637681,0.3515750526809028
0.3974523224637681,0.3519132489872523
0.3974525724637681,0.3515750526809159
0.3974528224637681,0.3522514452935968
0.3974530724637681,0.3519132489872929
0.3974533224637681,0.3532660342126378
0.3974535724637681,0.3525896416000209
0.3974538224637681,0.3529278379063573
0.3974540724637681,0.3532660342126935
0.3974543224637681,0.3529278379063944
0.3974545724637681,0.3536042305190667
0.3974548224637681,0.3539424268254515
0.3974550724637681,0.3539424268254697
