#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AE09E4
#Date Time: 2020-06-12 19:22:39.671
#Sample rate: 1.5873e+06Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: -550 mV Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V Attenuation: 1 X Zero: 992.763664 mV

Time (s),Channel 1 (V)
0.1971740047904192,0.03434691731139556
0.1971746347904192,0.03569970253684318
0.1971752647904192,0.03569970253684318
0.1971758947904192,0.03569970253684764
0.1971765247904192,0.03603789884321786
0.1971771547904192,0.03671429145593563
0.1971777847904192,0.03671429145594255
0.1971784147904192,0.0370524877622924
0.1971790447904192,0.03705248776229964
0.1971796747904192,0.0380670766813748
0.1971803047904192,0.03806707668139186
0.1971809347904192,0.03806707668139186
0.1971815647904192,0.03806707668139186
0.1971821947904192,0.03840527298775363
0.1971828247904192,0.03908166560048071
0.1971834547904192,0.03874346929412101
0.1971840847904192,0.03874346929412009
0.1971847147904192,0.03941986190684955
0.1971853447904192,0.04009625451957793
0.1971859747904192,0.04043445082594055
0.1971866047904192,0.04043445082594055
0.1971872347904192,0.04043445082594793
0.1971878647904192,0.04111084343867324
0.1971884947904192,0.04144903974503816
0.1971891247904192,0.04178723605140931
0.1971897547904192,0.04246362866411809
0.1971903847904192,0.04212543235776824
0.1971910147904192,0.04246362866411855
0.1971916447904192,0.0421254323577667
0.1971922747904192,0.04246362866412009
0.1971929047904192,0.04280182497048508
0.1971935347904192,0.04314002127685001
0.1971941647904192,0.043478217583215
0.1971947947904192,0.04381641388957977
0.1971954247904192,0.04415461019594454
0.1971960547904192,0.04415461019594547
0.1971966847904192,0.04516919911503892
0.1971973147904192,0.04584559172776869
0.1971979447904192,0.04652198434049415
0.1971985747904192,0.04652198434049707
0.1971992047904192,0.04686018064685077
0.1971998347904192,0.04618378803413938
0.1972004647904192,0.04686018064686891
0.1972010947904192,0.04753657325959868
0.1972017247904192,0.04821296587231461
0.1972023547904192,0.04821296587231461
0.1972029847904192,0.04821296587231461
0.1972036147904192,0.04753657325959776
0.1972042447904192,0.04855116217866384
0.1972048747904192,0.04855116217867861
0.1972055047904192,0.04888935848503961
0.1972061347904192,0.04922755479140437
0.1972067647904192,0.04990394740413168
0.1972073947904192,0.05024214371049814
0.1972080247904192,0.05091853632322699
0.1972086547904192,0.0512567326295909
0.1972092847904192,0.05091853632322729
0.1972099147904192,0.05091853632323375
0.1972105447904192,0.05193312524231952
0.1972111747904192,0.05193312524232337
0.1972118047904192,0.05227132154869298
0.1972124347904192,0.05294771416141714
0.1972130647904192,0.05328591046777598
0.1972136947904192,0.05328591046777598
0.1972143247904192,0.05328591046777598
0.1972149547904192,0.05328591046777598
0.1972155847904192,0.05362410677413429
0.1972162147904192,0.05362410677413998
0.1972168447904192,0.05463869569322021
0.1972174747904192,0.05497689199959321
0.1972181047904192,0.05531508830595797
0.1972187347904192,0.05531508830596044
0.1972193647904192,0.05565328461232374
0.1972199947904192,0.05599148091868851
0.1972206247904192,0.05666787353141689
0.1972212547904192,0.05666787353141966
0.1972218847904192,0.05734426614414742
0.1972225147904192,0.05768246245051219
0.1972231447904192,0.05802065875687312
0.1972237747904192,0.05802065875687312
0.1972244047904192,0.05802065875687851
0.1972250347904192,0.0583588550632435
0.1972256647904192,0.05869705136960827
0.1972262947904192,0.05903524767595834
0.1972269247904192,0.05903524767596557
0.1972275547904192,0.0597116402886825
0.1972281847904192,0.06038803290141227
0.1972288147904192,0.06140262182050204
0.1972294447904192,0.06106442551415326
0.1972300747904192,0.06106442551415003
0.1972307047904192,0.06106442551415003
0.1972313347904192,0.06106442551415003
0.1972319647904192,0.06140262182051388
0.1972325947904192,0.06207901443324411
0.1972332247904192,0.06309360335233449
0.1972338547904192,0.06309360335233219
0.1972344847904192,0.06275540704597664
0.1972351147904192,0.06343179965870256
0.1972357447904192,0.06376999596507195
0.1972363747904192,0.06444638857780172
0.1972370047904192,0.06512278119052532
0.1972376347904192,0.06546097749688318
0.1972382647904192,0.06546097749688318
0.1972388947904192,0.06613737010959879
0.1972395247904192,0.06681376272232856
0.1972401547904192,0.06715195902869886
0.1972407847904192,0.06715195902870363
0.1972414147904192,0.06681376272234286
0.1972420447904192,0.06749015533506271
0.1972426747904192,0.06715195902870533
0.1972433047904192,0.06715195902870363
0.1972439347904192,0.06816654794779541
0.1972445647904192,0.06918113686688963
0.1972451947904192,0.06985752947961786
0.1972458247904192,0.07019572578598032
0.1972464547904192,0.0701957257859834
0.1972470847904192,0.07053392209234455
0.1972477147904192,0.07053392209235378
0.1972483447904192,0.07121031470507816
0.1972489747904192,0.07154851101143063
0.1972496047904192,0.0712103147050797
0.1972502347904192,0.0715485110114297
0.1972508647904192,0.07188670731779448
0.1972514947904192,0.07222490362415947
0.1972521247904192,0.07256309993052423
0.1972527547904192,0.07256309993052901
0.1972533847904192,0.07290129623689
0.1972540147904192,0.07290129623689323
0.1972546447904192,0.07290129623689323
0.1972552747904192,0.07290129623689323
0.1972559047904192,0.07357768884962124
0.1972565347904192,0.07459227776871523
0.1972571647904192,0.07526867038144323
0.1972577947904192,0.07560686668780592
0.1972584247904192,0.075606866687809
0.1972590547904192,0.07594506299417376
0.1972596847904192,0.07628325930053875
0.1972603147904192,0.07662145560690892
0.1972609447904192,0.07729784821962637
0.1972615747904192,0.07729784821962637
0.1972622047904192,0.07729784821962637
0.1972628347904192,0.07729784821962637
0.1972634647904192,0.07797424083234331
0.1972640947904192,0.07797424083235438
0.1972647247904192,0.07898882975143484
0.1972653547904192,0.07865063344508584
0.1972659847904192,0.07932702605780591
0.1972666147904192,0.07932702605781083
0.1972672447904192,0.07966522236417407
0.1972678747904192,0.08000341867053906
0.1972685047904192,0.08067981128326805
0.1972691347904192,0.0810180075896359
0.1972697647904192,0.08203259650872122
0.1972703947904192,0.0816944002023626
0.1972710247904192,0.08203259650873121
0.1972716547904192,0.08270898912145636
0.1972722847904192,0.08304718542781575
0.1972729147904192,0.08304718542782205
0.1972735447904192,0.08338538173417998
0.1972741747904192,0.08338538173417998
0.1972748047904192,0.08372357804053768
0.1972754347904192,0.08372357804054398
0.1972760647904192,0.08372357804054398
0.1972766947904192,0.08372357804054398
0.1972773247904192,0.08406177434690497
0.1972779547904192,0.0847381669596316
0.1972785847904192,0.08575275587872383
0.1972792147904192,0.08642914849145512
0.1972798447904192,0.08710554110418489
0.1972804747904192,0.08812013002327636
0.1972811047904192,0.08778193371691312
0.1972817347904192,0.08778193371691542
0.1972823647904192,0.08812013002327404
0.1972829947904192,0.08778193371691696
0.1972836247904192,0.08812013002329096
0.1972842547904192,0.08913471894237489
0.1972848847904192,0.08947291524873988
0.1972855147904192,0.0898111115550905
0.1972861447904192,0.08947291524874065
0.1972867747904192,0.08947291524873358
0.1972874047904192,0.08913471894237489
0.1972880347904192,0.09014930786144749
0.1972886647904192,0.09082570047418181
0.1972892947904192,0.09150209308691189
0.1972899247904192,0.09251668200600334
0.1972905547904192,0.0921784856996478
0.1972911847904192,0.0925166820060095
0.1972918147904192,0.09251668200601026
0.1972924447904192,0.09319307461873926
0.1972930747904192,0.09353127092510403
0.1972937047904192,0.09386946723146211
0.1972943347904192,0.09319307461873849
0.1972949647904192,0.09319307461874234
0.1972955947904192,0.09353127092511203
