#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321AA234B
#Date Time: 2020-06-18 14:23:55.509
#Sample rate: 4e+06Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 2.6 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: 0 V Attenuation: 1 X

Time (s),Channel 1 (V)
0.19929615234375,0.4824405979598528
0.19929640234375,0.4787555604289215
0.19929665234375,0.4787555604289215
0.19929690234375,0.4787555604289215
0.19929715234375,0.4861256354908679
0.19929740234375,0.4861256354908679
0.19929765234375,0.4861256354908679
0.19929790234375,0.4824405979599282
0.19929815234375,0.489810673021697
0.19929840234375,0.4824405979598947
0.19929865234375,0.4824405979598947
0.19929890234375,0.4787555604289416
0.19929915234375,0.4787555604289215
0.19929940234375,0.4787555604289215
0.19929965234375,0.4787555604289215
0.19929990234375,0.4787555604289215
0.19930015234375,0.4787555604289215
0.19930040234375,0.4787555604289215
0.19930065234375,0.4824405979597992
0.19930090234375,0.4824405979599751
0.19930115234375,0.5119208982082584
0.19930140234375,0.5303460858616078
0.19930165234375,0.5377161609243317
0.19930190234375,0.5377161609244675
0.19930215234375,0.5340311233935194
0.19930240234375,0.5340311233935194
0.19930265234375,0.5340311233935194
0.19930290234375,0.5340311233935596
0.19930315234375,0.5377161609244926
0.19930340234375,0.5377161609244926
0.19930365234375,0.5414011984554139
0.19930390234375,0.5377161609244926
0.19930415234375,0.5377161609243317
0.19930440234375,0.5340311233936619
0.19930465234375,0.5377161609244557
0.19930490234375,0.5450862359863016
0.19930515234375,0.5377161609244926
0.19930540234375,0.5377161609244926
0.19930565234375,0.5377161609244926
0.19930590234375,0.5377161609244088
0.19930615234375,0.5340311233938981
0.19930640234375,0.5414011984552379
0.19930665234375,0.5377161609244993
0.19930690234375,0.5414011984554659
0.19930715234375,0.5414011984554659
0.19930740234375,0.5414011984554659
0.19930765234375,0.5377161609244993
0.19930790234375,0.5414011984554659
0.19930815234375,0.5414011984554659
0.19930840234375,0.5414011984554659
0.19930865234375,0.5450862359864173
0.19930890234375,0.5414011984554659
0.19930915234375,0.5414011984554659
0.19930940234375,0.5414011984554659
0.19930965234375,0.5377161609245295
0.19930990234375,0.5414011984554659
0.19931015234375,0.5414011984554659
0.19931040234375,0.53403112339363
0.19931065234375,0.5340311233935194
0.19931090234375,0.5340311233933619
0.19931115234375,0.5303460858626921
0.19931140234375,0.5229760108006803
0.19931165234375,0.7772436004445472
0.19931190234375,1.160487503672598
0.19931215234375,1.451605468595519
0.19931240234375,1.724298245896001
0.19931265234375,1.996991023195589
0.19931290234375,2.258628687900987
0.19931315234375,2.494471089863859
0.19931340234375,2.730313491852901
0.19931365234375,2.977211006433046
0.19931390234375,3.143037695324753
0.19931415234375,3.183573108162123
0.19931440234375,3.213053408411058
0.19931465234375,3.23147859606612
